"","shopname","addr","telephone","long","lat"
"253","성신여대정문","서울특별시 성북구 보문로34길 62 (동선동2가)","02-922-3281","127.018800","37.590910"
"254","종암","서울특별시 성북구 종암로 122 (종암동)","02-758-8980","127.033847","37.601095"
"255","삼선교","서울특별시 성북구 동소문로 10 (동소문동2가)","02-758-8714","127.00732070000003","37.588696"
"256","월곡역","서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)","02-758-8608","127.040446","37.601718"
"257","고대","서울특별시 성북구 인촌로24길 51 (안암동5가)","02-758-8067","127.0297352","37.58397192"
"258","현대미아","서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 (길음동)","02-758-8203","127.0287483","37.60837822"
"259","성신여대","서울특별시 성북구 동소문로24길 12 (동선동1가)","02-758-8499","127.018379","37.593135"
"260","안암역","서울특별시 성북구 인촌로 102-2 (안암동5가)","02-758-8541","127.030556","37.586319"
"261","한성대입구역","서울특별시 성북구 성북로 11 (성북동1가)","02-758-8455","127.004839","37.589054"
"262","송파나루역DT","서울특별시 송파구 오금로 142 (송파동)","02-421-3622","127.1102658","37.510793"
"263","잠실시그마타워","서울특별시 송파구 올림픽로 289 (신천동)","02-417-3614","127.102493","37.514567"
"264","문정법원로R","서울특별시 송파구 송파대로 201 (문정동)","02-881-5012","127.119164","37.487447"
"265","송파개롱역","서울특별시 송파구 오금로 420 (가락동)","02-401-3574","127.13652","37.496956"
"266","문정하비오","서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호","02-401-3431","127.123446","37.481925"
"267","문정역","서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호","02-2054-3836","127.122237","37.484813"
"268","잠실대교남단R","서울특별시 송파구 올림픽로35길 141 (신천동)","02-416-0020","127.099006","37.515511"
"269","송파위례","서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)","02-3012-3457","127.144067","37.478264"
"270","송파방이DT","서울특별시 송파구 오금로 241 (방이동)","02-414-3269","127.120495","37.506564"
"271","송파구청","서울특별시 송파구 오금로 87 (방이동)","02-2145-0300","127.107404","37.514573"
"272","올림픽평화의문","서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트","02-758-8983","127.11648190000005","37.5156426"
"273","송파아이파크","서울특별시 송파구 법원로 55 (문정동)","02-409-3245","127.122379","37.479892"
"274","송파사거리","서울특별시 송파구 송파대로 386 (송파동)","02-758-8931","127.1103904","37.5022788"
"275","석촌서호","서울특별시 송파구 석촌호수로 176 (삼전동)","02-758-8874","127.0964684","37.5063929"
"276","문정로데오","서울특별시 송파구 동남로 141 (가락동)","02-758-8860","127.1262696","37.491905"
"277","올림픽훼미리","서울특별시 송파구 중대로 68 (문정동)","02-758-8793","127.116308","37.491626"
"278","올림픽공원남문","서울특별시 송파구 위례성대로 102 (방이동)","02-758-8769","127.123113","37.5133"
"279","방이역","서울특별시 송파구 마천로 53, 1~2층 (오금동)","02-758-8698","127.126569","37.508666"
"280","석촌호수","서울특별시 송파구 석촌호수로 262 (송파동)","02-758-8693","127.104993","37.509581"
"281","잠실푸르지오월드","서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)","02-758-8652","127.103426","37.517649"
"282","잠실새내역","서울특별시 송파구 올림픽로 96 (잠실동)","02-758-8643","127.081062","37.511679"
"283","잠실역","서울특별시 송파구 송파대로 562, 한빛프라자 1층, 2층 (신천동)","02-758-8077","127.099231","37.515272"
"284","갤러리아팰리스","서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)","02-758-8118","127.0938059","37.51108365"
"285","아시아선수촌","서울특별시 송파구 백제고분로 69 (잠실동)","02-758-8124","127.0790472","37.51052862"
"286","올림픽아파트","서울특별시 송파구 양재대로 1222 (방이동)","02-758-8580","127.133237","37.515315"
"287","가락본동","서울특별시 송파구 송파대로30길 13 (가락동)","02-758-8495","127.118785","37.494895"
"288","석촌역","서울특별시 송파구 백제고분로 358, 1층 (석촌동)","02-758-8350","127.10610769999994","37.5042626"
"289","가락시장역","서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)","02-758-8469","127.121354","37.494299"
"290","가든파이브","서울특별시 송파구 충민로 10 (문정동) 가든파이브툴","02-758-8406","127.11937030000001","37.4782316"
"291","등촌역","서울특별시 양천구 공항대로 566 (목동) 1층 2층","02-2645-3631","126.868070","37.548884"
"292","목동행복한","서울특별시 양천구 목동동로 309 (목동)","02-2643-3652","126.876099","37.529147"
"293","신정DT","서울특별시 양천구 신월로 341 (신정동)","02-2604-3441","126.858865","37.521993"
"294","목동역","서울특별시 양천구 목동로 203 (신정동) 1층일부","02-2602-3505","126.863986","37.526684"
"295","목동오목로","서울특별시 양천구 오목로 279 (목동) 102,103,104,105호","02-2642-3326","126.868438","37.525923"
"296","목동8단지","서울특별시 양천구 목동서로 299 (신정동)","02-2061-3381","126.868841","37.520518"
"297","오목교역","서울특별시 양천구 오목로 354 (목동)","02-758-8941","126.87652120000007","37.5235882"
"298","신월IC DT","서울특별시 양천구 남부순환로 430 (신월동)","02-758-8930","126.831983","37.5294984"
"299","목동7단지","서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자","02-758-8842","126.87053","37.528012"
"300","목동하이페리온","서울특별시 양천구 오목로 300 (목동)","02-758-8610","126.870316","37.524931"
"301","목동5단지","서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)","02-758-8615","126.88212","37.536706"
"302","목동","서울특별시 양천구 목동서로 67 (목동) 우성에펠타운","02-758-8099","126.8785597","37.53638383"
"303","현대목동","서울특별시 양천구 목동동로 257, 현대백화점목동점 지하 2층 (목동)","02-2163-1750","126.875023","37.526848"
"304","목동파라곤","서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)","02-758-8353","126.874996","37.52947"
"305","샛강역","서울특별시 영등포구 여의대방로 376 (여의도동)","02-780-3743","126.9312716","37.5183551"
"306","영등포역","서울특별시 영등포구 경인로 870 (영등포동1가)","02-2068-3692","126.9091390","37.5169614"
"307","당산대로","서울특별시 영등포구 양평로 22 (당산동6가)","02-2631-3397","126.903804","37.533121"
"308","여의도IFC몰(L1)R","서울특별시 영등포구 국제금융로 10 (여의도동) 지하1층 178호","02-6137-5178","126.925508","37.525127"
"309","여의도KBS R","서울특별시 영등포구 의사당대로 26 (여의도동)","02-782-3470","126.918456","37.526596"
"310","여의도화재보험","서울특별시 영등포구 국제금융로6길 38 (여의도동)","02-782-3565","126.926004","37.521345"
"311","국회대로","서울특별시 영등포구 국회대로 786 (여의도동)","02-761-3466","126.919549","37.530260"
"312","영등포KT","서울특별시 영등포구 영중로 119 (영등포동8가)","02-2671-3369","126.904706","37.526792"
"313","여의도공원R","서울특별시 영등포구 여의공원로 101 (여의도동)","02-3775-3359","126.924872","37.529231"
"314","국회의사당역","서울특별시 영등포구 의사당대로 8 (여의도동)","02-780-3346","126.916882","37.527831"
"315","선유도역","서울특별시 영등포구 양평로 115 (양평동4가)","02-2634-3258","126.894594","37.537268"
"316","여의도역","서울특별시 영등포구 의사당대로 83 (여의도동) 한국휴렛팩커드빌딩","02-761-3236","126.923439","37.523328"
"317","선유동이레빌딩","서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩","02-2068-3224","126.896912","37.534109"
"318","동여의도","서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비","02-758-8875","126.9317957","37.5199494"
"319","여의도ABL타워","서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워","02-758-8834","126.92779","37.518749"
"320","영등포신길DT","서울특별시 영등포구 신길로 137 (신길동)","02-758-8813","126.910073","37.504566"
"321","문래역","서울특별시 영등포구 당산로 34 (문래동3가)","02-758-8833","126.896475","37.517428"
"322","당산","서울특별시 영등포구 양평로 64 (당산동6가)","02-758-8713","126.899942","37.535164"
"323","여의도한양증권","서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권","02-758-8711","126.929093","37.522418"
"324","여의도일신","서울특별시 영등포구 은행로 11 (여의도동) 1층 1부","02-758-8695","126.920103","37.528"
"325","신세계영등포B2","서울특별시 영등포구 영중로 9, 신세계백화점 B관 지하2층 (영등포동4가)","02-2639-4072","126.905608","37.517162"
"326","하이테크시티","서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티","02-758-8210","126.8986474","37.51467062"
"327","당산역","서울특별시 영등포구 당산로 231, 대원빌딩 1,2층 (당산동6가)","02-758-8270","126.90187630000002","37.5344337"
"328","서여의도","서울특별시 영등포구 국회대로70길 15-1 (여의도동)","02-758-8008","126.920272","37.52958977"
"329","여의도","서울특별시 영등포구 국제금융로2길 28 (여의도동)","02-758-8007","126.9245179","37.52403519"
"330","여의도미래에셋대우","서울특별시 영등포구 국제금융로 56, 대우증권빌딩 1층 (여의도동)","02-758-8052","126.9296464","37.52226158"
"331","롯데캐슬여의도","서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬앰파이어 1층 104호","02-758-8127","126.9263678","37.52025214"
"332","문래동","서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)","02-758-8324","126.889652","37.519602"
"333","신세계영등포B","서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)","02-2639-4058","126.905608","37.517162"
"334","여의도호성","서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)","02-758-8379","126.929426","37.520176"
"335","타임스퀘어B2","서울특별시 영등포구 영중로 15, 타임스퀘어 단지 지하2층 (영등포동4가)","02-758-8415","126.903387","37.516985"
"336","영등포본동","서울특별시 영등포구 영등포로 254 (영등포동3가)","02-758-8335","126.909559","37.518713"
"337","타임스퀘어","서울특별시 영등포구 영중로 15 (영등포동4가) 타임스퀘어","02-758-8303","126.903387","37.516985"
"338","여의도의사당","서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)","02-758-8348","126.92109","37.530023"
"339","여의도IFC(1F)","서울특별시 영등포구 국제금융로 10 (여의도동)","02-6137-9955","126.924668","37.525273"
"340","불광역","서울시 은평구 통일로 715","02-352-3711","126.9303971","37.6093820"
"341","구파발사거리","서울시 은평구 진관3로 21 은평엘크루 101동 105-108호","02-389-3557","126.91881","37.639617"
"342","연신내역사거리","서울특별시 은평구 통일로 842 (불광동)","02-358-3491","126.922062","37.618620"
"343","연신내","서울특별시 은평구 통일로 867 (갈현동)","02-388-3348","126.919913","37.620417"
"344","구파발역","서울특별시 은평구 진관2로 12","02-758-8934","126.918881","37.63446"
"345","은평구청입구","서울특별시 은평구 은평로 170 (응암동)","02-758-8762","126.926789","37.601042"
"346","은평이마트","서울특별시 은평구 은평로 111 (응암동)","02-758-8139","126.9202735","37.60037923"
"347","구산역","서울특별시 은평구 연서로 146 (대조동)","02-758-8515","126.917678","37.611745"
"348","연합뉴스","서울특별시 종로구 율곡로2길 25 (수송동)","02-730-3742","126.9804590000005","37.5743289"
"349","혜화역","서울시 종로구 대학로12길 4 1~2층","02-742-3673","127.0021850","37.5824779"
"350","경희궁로","서울특별시 종로구 새문안로3길 15 (당주동)","02-730-3761","126.972343","37.571759"
"351","종로평창동","서울특별시 종로구 평창12길 3 (평창동)","02-396-3631","126.967213","37.606149"
"352","광화문우체국","서울특별시 종로구 종로 6 (서린동)","02-733-3592","126.978083","37.569854"
"353","더종로R","서울특별시 종로구 종로 51 (종로2가)","02-722-3507","126.983494","37.570804"
"354","독립문역","서울특별시 종로구 통일로 168-1 (교남동)","02-737-3544","126.961269","37.571432"
"355","정부서울청사R","서울특별시 종로구 새문안로5가길 28 (적선동)","02-722-3549","126.973571","37.574411"
"356","동묘앞역","서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부","02-2234-4265","127.016072","37.572700"
"357","종로구청","서울특별시 종로구 삼봉로 71 (수송동)","02-6281-3272","126.981138","37.572662"
"358","북촌로","서울특별시 종로구 북촌로4길 23 (계동)","02-758-8827","126.986431","37.579462"
"359","종로수송","서울특별시 종로구 종로5길 30 (청진동) 1~3층","02-758-8818","126.9807831","37.5714931"
"360","새문안로","서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩","02-758-8788","126.9748903","37.5696597"
"361","안국","서울특별시 종로구 북촌로 5-1 (재동)","02-758-8779","126.985635","37.577338"
"362","삼청동","서울특별시 종로구 삼청로 111-1 (삼청동)","02-758-8771","126.9817512","37.585381"
"363","광화문D타워","서울특별시 종로구 종로3길 17 (청진동) D타워","02-758-8954","126.9788297","37.5714"
"364","서울극장","서울특별시 종로구 돈화문로 13 (관수동) 서울극장","02-758-8269","126.9917911","37.56975769"
"365","적선","서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)","02-758-8050","126.9739361","37.57520431"
"366","인사","서울특별시 종로구 인사동길 14 (인사동)","02-758-8022","126.98703490000002","37.5721293"
"367","영풍문고","서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩","02-758-8083","126.9821243","37.5695584"
"368","광화문R","서울특별시 종로구 세종대로 167, 현대해상본사사옥 별관내 (세종로)","02-758-8036","126.9762872","37.5712293"
"369","성대입구","서울특별시 종로구 창경궁로 235 (명륜3가)","02-758-8249","126.998392","37.582892"
"370","스페이스본","서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본","02-758-8235","126.9692494","37.57532212"
"371","주얼리시티","서울특별시 종로구 종로 183 (인의동) 효성주얼리시티","02-6744-4882","126.998705","37.57154914"
"372","종각","서울특별시 종로구 종로 64 (종로2가)","02-758-8169","126.98452810000003","37.5699183"
"373","새종로","서울특별시 종로구 삼일대로19길 20 (관철동)","02-758-8168","126.9864483","37.56965628"
"374","광교","서울특별시 종로구 청계천로 59 (관철동)","02-758-8154","126.9842163","37.568928"
"375","동숭로아트","서울특별시 종로구 동숭길 110 (동숭동)","02-758-8430","127.003876","37.582969"
"376","종로관철","서울특별시 종로구 종로12길 21, 2층 (관철동)","02-758-8360","126.986013","37.569058"
"377","경복궁역","서울특별시 종로구 자하문로4길 6, 1층 (통의동)","02-758-8359","126.97274530000004","37.5771508"
"378","이마빌딩","서울특별시 종로구 종로1길 42 (수송동)","02-758-8405","126.97897149999994","37.5738637"
"379","대명거리","서울특별시 종로구 대명길 5 (명륜4가)","02-758-8316","127.0011593","37.58349633"
"380","마로니에공원","서울특별시 종로구 대학로 116, 1-2층 (동숭동)","02-758-8315","127.0023412","37.58154296"
"381","종로3가","서울특별시 종로구 종로 113-1, 1-4층 (종로3가)","02-758-8339","126.9902055","37.5705527"
"382","대학로","서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)","02-758-8558","127.001449","37.576509"
"383","종로2가","서울특별시 종로구 삼일대로 403-1 (인사동)","02-758-8548","126.987362","37.570631"
"384","경복궁사거리","서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)","02-758-8386","126.980581","37.575578"
"385","종로관수","서울특별시 종로구 삼일대로20길 13 (관수동)","02-758-8560","126.988665","37.569385"
"386","숭례문북창","서울특별시 중구 세종대로12길 12 (남대문로4가)","02-3789-3661","126.976838","37.561725"
"387","대한상공회의소R","서울시 중구 세종대로 39 상공회의소회관 1층","02-6050-1180","126.973702","37.560938"
"388","명동센트럴","서울특별시 중구 명동9길 16 (명동1가)","02-3789-3640","126.985233","37.564669"
"389","국립중앙의료원","서울특별시 중구 을지로 251 (을지로6가)","02-2269-3667","127.0062376","37.5665160"
"390","동국대","서울특별시 중구 서애로 1길 11","02-2269-3296","126.998437","37.561542"
"391","신세계본점5F","서울특별시 중구 소공로 63 (충무로1가)","02-310-1514","126.981134","37.560951"
"392","을지로내외빌딩R","서울특별시 중구 을지로 51 (을지로2가)","02-754-3429","126.983663","37.566479"
"393","대우재단빌딩","서울특별시 중구 퇴계로 18 (남대문로5가)","02-6366-1381","126.975081","37.556781"
"394","동대문공원","서울특별시 중구 장충단로 229 (광희동1가)","02-2279-3345","127.007191","37.565133"
"395","을지로국제빌딩","서울특별시 중구 남대문로 109 (다동)","02-752-3464","126.982219","37.566952"
"396","동대입구역","서울특별시 중구 장충단로 166 (장충동1가)","02-2264-3364","127.006142","37.559593"
"397","신당역사거리","서울특별시 중구 다산로 258 (흥인동)","02-2253-3318","127.016430","37.565807"
"398","연세세브란스","서울특별시 중구 통일로 10 (남대문로5가)","02-2259-3331","126.973540","37.557207"
"399","회현역","서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산","02-758-8986","126.98074670000005","37.5589809"
"400","을지로경기빌딩","서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩","02-758-8981","126.983156","37.567172"
"401","을지로2가","서울특별시 중구 삼일대로 358 (을지로2가)","02-6250-8280","126.988066","37.566347"
"402","신세계본점6F","서울특별시 중구 퇴계로 77 (충무로1가)","02-310-1431","126.980758","37.560381"
"403","서울중앙우체국","서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국","02-758-8979","126.982117","37.561678"
"404","한국프레스센터","서울특별시 중구 세종대로 124 (태평로1가)","02-722-3263","126.977859","37.567381"
"405","명동중앙로","서울특별시 중구 명동길 60 (명동 2가)","02-758-8903","126.9857723","37.5637485"
"406","약수역","서울특별시 중구 다산로 129 (신당동)","02-758-8862","127.0107253","37.555437"
"407","중구저동","서울특별시 중구 수표로 34 (저동2가)","02-758-8857","126.9903382","37.5643686"
"408","명동길","서울특별시 중구 명동10길 41","02-758-8849","126.9858669","37.5620695"
"409","소공로북창","서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩","02-758-8843","126.9789237","37.5636856"
"410","서소문로","서울특별시 중구 서소문로 120 (서소문동) 대한빌딩","02-758-8832","126.974546","37.563006"
"411","신당역","서울특별시 중구 퇴계로 385, 1층 (흥인동)","02-758-8669","127.014554","37.565522"
"412","명동메트로","서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔","02-758-8764","126.983681","37.565118"
"413","숭례문","서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)","02-758-8087","126.9730952","37.55874473"
"414","순화동더샵","서울특별시 중구 칠패로 27, 1층 (순화동)","02-758-8209","126.971931","37.560072"
"415","대한극장","서울특별시 중구 퇴계로 212 (필동 2가)","02-758-8030","126.9952735","37.56105065"
"416","소공동","서울특별시 중구 소공로 112 (소공동)","02-758-8140","126.979157","37.564448"
"417","무교동","서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층","02-758-8037","126.978738","37.56781712"
"418","문화일보","서울특별시 중구 새문안로 22 (충정로1가) 문화일보","02-758-8047","126.9686642","37.56712291"
"419","태평로","서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)","02-758-8039","126.9767928","37.56248285"
"420","퍼시픽타워","서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)","02-758-8079","126.9730264","37.56132157"
"421","남산단암","서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)","02-758-8306","126.9754585","37.55853622"
"422","황학캐슬","서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아","02-2048-5257","127.022905","37.57124"
"423","서소문","서울특별시 중구 서소문로 130 (서소문동)","02-758-8181","126.97551290000001","37.5633773"
"424","명동미래","서울특별시 중구 명동 7길 8, 2층 (명동 1가)","02-758-8318","126.984487","37.564064"
"425","을지로삼화타워","서울특별시 중구 을지로5길 16 삼화타워1층","02-758-8483","126.984707","37.566902"
"426","소공로","서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)","02-758-8569","126.98076809999998","37.5637273"
"427","서소문배재","서울특별시 중구 서소문로 99 (서소문동)","02-758-8409","126.97216639999999","37.5628481"
"428","을지로한국빌딩","서울특별시 중구 을지로 50, 1층 (을지로 2가)","02-758-8385","126.98329","37.565722"
"429","순화동에이스","서울특별시 중구 통일로 92 (순화동) 에이스타워빌딩","02-758-8372","126.969144","37.563528"
"430","시청","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)","02-758-8504","126.979808","37.566290"
"431","시청플러스","서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)","02-758-8505","126.980055","37.566338"
"432","충무로역","서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)","02-758-8395","126.993864","37.561499"
"433","명동역","서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)","02-758-8562","126.983095","37.560832"
"434","남산스테이트","서울특별시 중구 퇴계로 100 (회현동2가)","02-758-8539","126.982791","37.560205"
"435","명동입구","서울특별시 중구 남대문로 68-1 (명동2가)","02-758-8506","126.982242","37.563319"
"436","명일역","서울특별시 강동구 양재대로 1647 (명일동)","02-427-3681","127.143799","37.552580"
"437","강동구청DT","서울특별시 강동구 성내로 32 (성내동)","02-489-3652","127.123835","37.529437"
"438","강동암사DT","서울특별시 강동구 고덕로 43 (암사동)","02-426-3583","127.130065","37.555054"
"439","강동역","서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)","02-477-3319","127.133086","37.536047"
"440","둔촌동","서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩","02-478-3240","127.133943","37.522724"
"441","천호로데오","서울특별시 강동구 천호대로 1037 (천호동)","02-758-8923","127.12730940000006","37.5378069"
"442","천호이마트","서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관","02-758-8732","127.125214","37.538933"
"443","길동역","서울특별시 강동구 양재대로 1487 (길동)","02-758-8776","127.1399879","37.5387433"
"444","상일동","서울특별시 강동구 상일로10길 36, 1~2층 (상일동)","02-758-8670","127.174258","37.550072"
"445","올림픽공원북문","서울특별시 강동구 강동대로 171 (성내동)","02-758-8761","127.125932","37.525403"
"446","천호역","서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)","02-758-8296","127.1245793","37.53795191"
"447","명일이마트","서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장","02-758-8752","127.155984","37.553991"
"448","길동사거리","서울특별시 강동구 양재대로 1441, 1층 (길동)","02-758-8342","127.13839510000002","37.5346536"
"449","신도림","서울특별시 구로구 경인로 610 (신도림동)","02-2635-3516","126.883953","37.505517"
"450","구로디지털타워","서울특별시 구로구 디지털로32길 30 (구로동)","02-2103-5088","126.896480","37.483432"
"451","오류동역","서울특별시 구로구 경인로 216 (오류동)","02-758-8775","126.8448614","37.4962155"
"452","구로디지털로","서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)","02-758-8655","126.895587","37.485911"
"453","신세계아이앤씨","서울특별시 구로구 디지털로31길 61, 신세계디지털센터 101호 (구로동)","02-758-8092","126.8916127","37.48587904"
"454","구로에이스","서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)","02-758-8161","126.8944957","37.48448329"
"455","구로하이엔드","서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)","02-758-8340","126.893136","37.481618"
"456","현대디큐브2F","서울특별시 구로구 경인로 662 (신도림동)","02-2210-9237","126.889225","37.508636"
"457","구로호텔","서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)","02-758-8555","126.89885909999998","37.4831293"
"458","현대디큐브B2","서울특별시 구로구 경인로 662 (신도림동)","02-2210-9797","126.889488","37.508828"
"459","답십리역","서울특별시 동대문구 천호대로 263 (답십리동)","02-2245-3417","127.051106","37.568466"
"460","경희대삼거리","서울특별시 동대문구 회기로 141 (회기동)","02-959-3391","127.052017","37.591531"
"461","외대정문","서울특별시 동대문구 이문로 93 (이문동)","02-965-3373","127.0590302","37.5953464"
"462","신설동역","서울특별시 동대문구 왕산로 19 (신설동)","02-758-8942","127.0255446","37.5767228"
"463","회기역사거리","서울특별시 동대문구 이문로 37 (회기동)","02-758-8767","127.056098","37.590784"
"464","외대","서울특별시 동대문구 휘경로 12-1 (이문동)","02-758-8132","127.0614002","37.59575188"
"465","장한평역","서울특별시 동대문구 장한로 10 (장안동)","02-758-8475","127.065511","37.562337"
"466","경희대","서울특별시 동대문구 경희대로 16-1 (회기동)","02-758-8351","127.05280849999997","37.5928812"
"467","뚝섬역","서울특별시 성동구 아차산로 42 (성수동1가)","02-469-3488","127.049042","37.546432"
"468","황학사거리","서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)","02-2294-3409","127.023697","37.567644"
"469","성수역","서울특별시 성동구 성수이로 94 (성수동2가)","02-469-3460","127.056943","37.543193"
"470","상왕십리역","서울특별시 성동구 왕십리로 382 (하왕십리동)","02-2294-3342","127.027907","37.565169"
"471","왕십리역","서울특별시 성동구 왕십리로 326 (도선동)","02-758-8900","127.0339072","37.5627541"
"472","엔터식스한양대","서울특별시 성동구 행당동 왕십리로 241 B1층","02-758-8846","127.04002","37.5570379"
"473","한양대","서울특별시 성동구 왕십리로 225 (행당동)","02-758-8015","127.0421649","37.55726984"
"474","엔터식스","서울특별시 성동구 왕십리광장로 17 (행당동)","02-2200-6250","127.0383328","37.56175811"
"475","성수이마트","서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점","02-758-8282","127.0530083","37.5396996"
"476","이태원역","서울특별시 용산구 이태원로 188 (이태원동)","02-798-9780","126.994789","37.534273"
"477","한강진역R","서울특별시 용산구 이태원로 252 (한남동)","02-797-3556","127.000980","37.537131"
"478","용산역써밋R","서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)","02-749-3550","126.965401","37.527586"
"479","이촌","서울특별시 용산구 이촌로 276 (이촌동)","02-3785-3518","126.977271","37.518605"
"480","신용산역","서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)","02-794-3487","126.966757","37.528702"
"481","용산파크타워","서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)","02-3785-3386","126.970389","37.523818"
"482","남영동","서울특별시 용산구 한강대로 275 (갈월동)","02-3275-3320","126.972242","37.542831"
"483","한남동R","서울특별시 용산구 독서당로 94 (한남동)","070-7831-9088","127.010919","37.534850"
"484","서울타워","서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층","02-319-3246","126.988317","37.551102"
"485","서울역동자동","서울특별시 용산구 한강대로 372 (동자동)","02-758-8734","126.972694","37.551752"
"486","이태원거리","서울특별시 용산구 이태원로 213, 1,2층 (한남동)","02-758-8622","126.99756","37.534988"
"487","순천향입구","서울특별시 용산구 대사관로 67 (한남동)","02-758-8600","127.00563","37.533394"
"488","숙대","서울특별시 용산구 청파로47길 57 (청파동3가)","02-758-8191","126.9672252","37.54460479"
"489","동빙고","서울특별시 용산구 장문로 12 (동빙고동)","02-798-8262","126.991782","37.5289857"
"490","숙대입구역","서울특별시 용산구 한강대로 291 (갈월동)","02-758-8377","126.971891","37.544118"
"491","용산아이파크몰","서울특별시 용산구 한강대로23길 55","02-2012-2907","126.96404469999993","37.5288539"
"492","동부이촌동","서울특별시 용산구 이촌로 198 (이촌동)","02-758-8368","126.96905","37.52111"
"493","상봉","서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)","02-438-5223","127.092509","37.597842"
"494","중랑역","서울특별시 중랑구 망우로30길 3 (상봉동)","02-758-8935","127.07473579999998","37.5930326"
"495","중랑구청","서울특별시 중랑구 신내로 72","02-758-8887","127.0957558","37.60538908"
"496","사가정역","서울특별시 중랑구 면목로 310","02-758-8823","127.087966","37.579594"
"497","상봉역","서울특별시 중랑구 망우로 307, ,3,4번지 (상봉동)","02-758-8486","127.08647","37.59689"
"498","묵동이마트","서울특별시 중랑구 동일로 932, 묵동이마트 B1층 (묵동)","02-758-8370","127.077484","37.613433"
